"국립공원","생물분류","종명","학명","분류명","경도","위도","조사일자","개체수"
"가야산","곤충류","Ameletus costalis","costalis","피라미하루살이","128.07811","35.81122","2022-05-21","0"
"가야산","곤충류","Anotogaster sieboldii","sieboldii","장수잠자리","128.07811","35.81122","2022-05-21","0"
"가야산","곤충류","Cinygmula grandifolia","grandifolia","봄처녀하루살이","128.07811","35.81122","2022-05-21","0"
"가야산","곤충류","Cinygmula grandifolia","grandifolia","봄처녀하루살이","128.07959","35.81062","2022-05-22","7"
"가야산","곤충류","Davidius lunatus","lunatus","쇠측범잠자리","128.07811","35.81122","2022-05-21","0"
"가야산","곤충류","Drunella aculea","aculea","뿔하루살이","128.07811","35.81122","2022-05-21","0"
"가야산","곤충류","Ecdyonurus kibunensis","kibunensis","두점하루살이","128.07811","35.81122","2022-05-21","0"
"가야산","곤충류","Ephemera separigata","separigata","가는무늬하루살이","128.07811","35.81122","2022-05-21","0"
"가야산","곤충류","Ephemerella atagosana","atagosana","알락하루살이","128.07811","35.81122","2022-05-21","0"
"가야산","곤충류","Heptagenia kihada","kihada","햇님하루살이","128.07811","35.81122","2022-05-21","0"
"가야산","곤충류","Hydatophylax nigrovittatus","nigrovittatus","띠무늬우묵날도래","128.07811","35.81122","2022-05-21","0"
"가야산","곤충류","Kamimuria coreana","coreana","한국강도래","128.07811","35.81122","2022-05-21","0"
"가야산","곤충류","Kamimuria coreana","coreana","한국강도래","128.07959","35.81062","2022-05-22","3"
"가야산","곤충류","Nigrobaetis bacillus","bacillus","깜장하루살이","128.07811","35.81122","2022-05-21","0"
"가야산","곤충류","Paraleptophlebia japonica","japonica","두갈래하루살이","128.07811","35.81122","2022-05-21","0"
"가야산","곤충류","Paraleptophlebia japonica","japonica","두갈래하루살이","128.07959","35.81062","2022-05-22","7"
"가야산","곤충류","Psilotreta kisoensis","kisoensis","바수염날도래","128.07811","35.81122","2022-05-21","0"
"가야산","곤충류","Rhyacophila brevicephala","brevicephala","넓은머리물날도래","128.07811","35.81122","2022-05-21","0"
"가야산","곤충류","Rhyacophila brevicephala","brevicephala","넓은머리물날도래","128.07959","35.81062","2022-05-22","62"
"가야산","곤충류","Sweltsa nikkoensis","nikkoensis","녹색강도래","128.07811","35.81122","2022-05-21","3"
"가야산","관속식물류","Aconitum jaluense","jaluense","투구꽃","128.07826","35.81125","2022-05-25","100"
"가야산","관속식물류","Alnus japonica","japonica","오리나무","128.0796","35.81041","2022-05-25","100"
"가야산","관속식물류","Carex biwensis","biwensis","솔잎사초","128.07947","35.81071","2022-05-25","1000"
"가야산","관속식물류","Carex maximowiczii","maximowiczii","왕비늘사초","128.07947","35.81071","2022-05-25","1000"
"가야산","관속식물류","Carex polyschoena","polyschoena","가지청사초","128.07718","35.8112","2022-05-25","4000"
"가야산","관속식물류","Cephalanthera longibracteata","longibracteata","은대난초","128.07916","35.81082","2022-05-25","10"
"가야산","관속식물류","Liparis kumokiri","kumokiri","옥잠난초","128.07849","35.81122","2022-05-25","20"
"가야산","관속식물류","Lloydia triflora","triflora","나도개감채","128.07948","35.81071","2022-05-25","15"
"가야산","관속식물류","Malus sieboldii","sieboldii","아그배나무","128.07812","35.81122","2022-05-25","2"
"가야산","관속식물류","Onoclea sensibilis","sensibilis","야산고비","128.07893","35.81111","2022-05-25","20"
"가야산","관속식물류","Osmunda japonica","japonica","고비","128.07849","35.81122","2022-05-25","30"
"가야산","관속식물류","Primula jesoana var.pubescens","pubescens","큰앵초","128.07826","35.81125","2022-05-25","1300"
"가야산","관속식물류","Spiraea fritschiana","fritschiana","참조팝나무","128.07947","35.81071","2022-05-25","300"
"가야산","관속식물류","Stewartia koreana","koreana","노각나무","128.07893","35.81111","2022-05-25","5"
"가야산","관속식물류","Thalictrum actaefolium var.brevistylum","brevistylum","은꿩의다리","128.07794","35.81119","2022-05-25","80"
"가야산","관속식물류","Tripterygium regelii","regelii","미역줄나무","128.07916","35.81082","2022-05-25","700"
"가야산","관속식물류","Vicia hirticalycina","hirticalycina","나래완두","128.07849","35.81122","2022-05-25","200"
"가야산","기타","Isoperla sowerbyi","Isoperla sowerbyi","줄강도래","128.07811","35.81122","2022-05-21","3"
"가야산","기타","Isoperla sowerbyi","Isoperla sowerbyi","줄강도래","128.07811","35.81122","2022-05-21","0"
"가야산","무척추동물류(곤충제외)","Gammarus sobaegensis","sobaegensis","보통옆새우","128.07811","35.81122","2022-05-21","0"
"가야산","양서류","Hynobius leechii","leechii","도롱뇽","128.07997","35.81046","2022-05-14","8"
"가야산","양서류","Hynobius leechii","leechii","도롱뇽","128.07979","35.81046","2022-05-15","10"
"가야산","양서류","Hynobius leechii","leechii","도롱뇽","128.07988","35.81022","2022-05-15","2"
"가야산","양서류","Rana dybowskii","dybowskii","북방산개구리","128.07979","35.81046","2022-05-15","4"
"가야산","양서류","Rana dybowskii","dybowskii","북방산개구리","128.07997","35.81046","2022-05-14","4"
"가야산","양서류","Rana dybowskii","dybowskii","북방산개구리","128.07988","35.81022","2022-05-15","10"
"가야산","양서류","Rana dybowskii","dybowskii","북방산개구리","128.07879","35.8106","2022-05-14","4"
"가야산","양서류","Rana dybowskii","dybowskii","북방산개구리","128.07879","35.81105","2022-05-14","4"
"계룡산","관속식물류","Ajuga spectabilis","spectabilis","자란초","127.21138888","36.36138888","2022-05-28","200"
"계룡산","관속식물류","Hosta capitata","capitata","일월비비추","127.22083333","36.35333333","2022-05-28","3"
"계룡산","관속식물류","Hosta capitata","capitata","일월비비추","127.22055555","36.35472222","2022-05-28","4"
"계룡산","관속식물류","Hosta capitata","capitata","일월비비추","127.22","36.35638888","2022-05-28","1"
"계룡산","관속식물류","Hosta capitata","capitata","일월비비추","127.22027777","36.35472222","2022-05-28","1"
"계룡산","관속식물류","Weigela subsessilis","subsessilis","병꽃나무","127.21444444","36.36222222","2022-05-28","5"
"계룡산","관속식물류","Weigela subsessilis","subsessilis","병꽃나무","127.21361111","36.36277777","2022-05-28","5"
"계룡산","관속식물류","Weigela subsessilis","subsessilis","병꽃나무","127.23138888","36.3625","2022-05-28","5"
"계룡산","관속식물류","Weigela subsessilis","subsessilis","병꽃나무","127.21722222","36.36194444","2022-05-28","2"
"계룡산","관속식물류","Weigela subsessilis","subsessilis","병꽃나무","127.22","36.35638888","2022-05-28","3"
"계룡산","관속식물류","Weigela subsessilis","subsessilis","병꽃나무","127.21722222","36.36194444","2022-05-28","1"
"계룡산","어류","Iksookimia koreensis","koreensis","참종개","127.23655781","36.31729255","2022-06-19","36"
"계룡산","어류","Iksookimia koreensis","koreensis","참종개","127.23651603","36.31706874","2022-05-28","21"
"계룡산","어류","Micropterus salmoides","salmoides","배스","127.23654726","36.31726671","2022-06-19","2"
"계룡산","어류","Micropterus salmoides","salmoides","배스","127.23637328","36.32315165","2022-06-19","29"
"계룡산","어류","Rhinogobius brunneus","brunneus","밀어","127.23262873","36.33145504","2022-05-28","32"
"계룡산","어류","Rhinogobius brunneus","brunneus","밀어","127.23662189","36.31720664","2022-06-19","18"
"계룡산","어류","Rhynchocypris oxycephalus","oxycephalus","버들치","127.23262873","36.33145504","2022-05-28","45"
"계룡산","어류","Zacco platypus","platypus","피라미","127.23651603","36.31706874","2022-05-28","56"
"계룡산","어류","Zacco platypus","platypus","피라미","127.23262873","36.33145504","2022-05-28","13"
"내장산","관속식물류","Acorus gramineus","gramineus","석창포","126.84138888","35.495","2022-05-25","100"
"내장산","관속식물류","Acorus gramineus","gramineus","석창포","126.84111111","35.49472222","2022-05-25","500"
"내장산","관속식물류","Asarum maculatum","maculatum","개족도리풀","126.82166666","35.47027777","2022-07-27","10"
"내장산","관속식물류","Asarum maculatum","maculatum","개족도리풀","126.82166666","35.47138888","2022-07-27","3"
"내장산","관속식물류","Chloranthus fortunei","fortunei","옥녀꽃대","126.91277777","35.52305555","2022-05-24","20"
"내장산","관속식물류","Daphniphyllum macropodum","macropodum","굴거리나무","126.84083333","35.4625","2022-07-28","3"
"내장산","관속식물류","Daphniphyllum macropodum","macropodum","굴거리나무","126.83305555","35.46444444","2022-07-27","20"
"내장산","관속식물류","Euphorbia ebracteolata","ebracteolata","붉은대극","126.86083333","35.49583333","2022-05-25","200"
"내장산","관속식물류","Idesia polycarpa","polycarpa","이나무","126.82249999","35.46861111","2022-07-27","3"
"내장산","관속식물류","Idesia polycarpa","polycarpa","이나무","126.84666666","35.465","2022-07-28","1"
"내장산","관속식물류","Lilium tsingtauense","tsingtauense","하늘말나리","126.84138888","35.49277777","2022-05-25","10"
"내장산","관속식물류","Lilium tsingtauense","tsingtauense","하늘말나리","126.84138888","35.49472222","2022-05-25","30"
"내장산","관속식물류","Lilium tsingtauense","tsingtauense","하늘말나리","126.81972222","35.49138888","2022-05-24","10"
"내장산","관속식물류","Lilium tsingtauense","tsingtauense","하늘말나리","126.81972222","35.49138888","2022-05-24","20"
"내장산","관속식물류","Lilium tsingtauense","tsingtauense","하늘말나리","126.86055555","35.49583333","2022-05-25","10"
"내장산","관속식물류","Lilium tsingtauense","tsingtauense","하늘말나리","126.85972222","35.49027777","2022-05-25","20"
"내장산","관속식물류","Lilium tsingtauense","tsingtauense","하늘말나리","126.86","35.49222222","2022-05-25","100"
"내장산","관속식물류","Tricyrtis macropoda","macropoda","뻐꾹나리","126.83861111","35.46305555","2022-07-27","5"
"내장산","관속식물류","Tricyrtis macropoda","macropoda","뻐꾹나리","126.82166666","35.47111111","2022-07-27","20"
"내장산","관속식물류","Tricyrtis macropoda","macropoda","뻐꾹나리","126.82166666","35.47388888","2022-07-27","20"
"내장산","관속식물류","Tricyrtis macropoda","macropoda","뻐꾹나리","126.82166666","35.47111111","2022-07-27","20"
"변산반도","관속식물류","Asarum maculatum","maculatum","개족도리풀","126.52583333","35.64861111","2022-05-31","5"
"변산반도","관속식물류","Asarum maculatum","maculatum","개족도리풀","126.52555555","35.64694444","2022-05-31","10"
"변산반도","관속식물류","Asarum maculatum","maculatum","개족도리풀","126.52527777","35.64666666","2022-05-31","5"
"변산반도","관속식물류","Calanthe discolor","discolor","새우난초","126.52555555","35.64694444","2022-05-31","50"
"변산반도","관속식물류","Calanthe discolor","discolor","새우난초","126.525","35.64638888","2022-05-31","50"
"변산반도","관속식물류","Calanthe discolor","discolor","새우난초","126.52527777","35.64666666","2022-05-31","20"
"변산반도","관속식물류","Elsholtzia byeonsanensis","byeonsanensis","변산향유","126.46777777","35.62583333","2022-07-25","500"
"변산반도","관속식물류","Elsholtzia byeonsanensis","byeonsanensis","변산향유","126.46972222","35.61805555","2022-07-25","10"
"변산반도","관속식물류","Machilus thunbergii","thunbergii","후박나무","126.525","35.64638888","2022-05-31","2"
"변산반도","관속식물류","Scutellaria insignis","insignis","광릉골무꽃","126.52638888","35.6475","2022-05-31","3"
"설악산","관속식물류","Allium microdictyon","microdictyon","산마늘","128.34666666","38.13583333","2022-05-14","1"
"설악산","관속식물류","Allium microdictyon","microdictyon","산마늘","128.33694444","38.13861111","2022-05-14","6"
"설악산","관속식물류","Allium microdictyon","microdictyon","산마늘","128.34666666","38.13583333","2022-05-14","1"
"설악산","관속식물류","Allium microdictyon","microdictyon","산마늘","128.34666666","38.13583333","2022-05-14","1"
"설악산","관속식물류","Allium microdictyon","microdictyon","산마늘","128.33722222","38.13888888","2022-05-14","6"
"설악산","관속식물류","Allium microdictyon","microdictyon","산마늘","128.33222222","38.13861111","2022-06-17","5"
"설악산","관속식물류","Androsace cortusifolia","cortusifolia","금강봄맞이","128.45194444","38.14638888","2022-06-24","30"
"설악산","관속식물류","Androsace cortusifolia","cortusifolia","금강봄맞이","128.45444444","38.14277777","2022-06-24","30"
"설악산","관속식물류","Androsace cortusifolia","cortusifolia","금강봄맞이","128.47027777","38.15388888","2022-06-24","5"
"설악산","관속식물류","Androsace cortusifolia","cortusifolia","금강봄맞이","128.47166666","38.14972222","2022-06-24","35"
"설악산","관속식물류","Androsace cortusifolia","cortusifolia","금강봄맞이","128.47472222","38.13916666","2022-06-24","5"
"설악산","관속식물류","Androsace cortusifolia","cortusifolia","금강봄맞이","128.45694444","38.14111111","2022-06-24","30"
"설악산","관속식물류","Androsace cortusifolia","cortusifolia","금강봄맞이","128.46222222","38.13888888","2022-06-24","30"
"설악산","관속식물류","Androsace cortusifolia","cortusifolia","금강봄맞이","128.4425","38.15111111","2022-06-24","20"
"설악산","관속식물류","Androsace cortusifolia","cortusifolia","금강봄맞이","128.46055555","38.13972222","2022-06-24","20"
"설악산","관속식물류","Anemone narcissiflora","narcissiflora","바람꽃","128.44305555","38.15055555","2022-06-24","30"
"설악산","관속식물류","Anemone narcissiflora","narcissiflora","바람꽃","128.46222222","38.13888888","2022-06-24","30"
"설악산","관속식물류","Anemone narcissiflora","narcissiflora","바람꽃","128.33361111","38.13833333","2022-06-17","500"
"설악산","관속식물류","Anemone narcissiflora","narcissiflora","바람꽃","128.45416666","38.14305555","2022-06-24","15"
"설악산","관속식물류","Anemone narcissiflora","narcissiflora","바람꽃","128.33416666","38.13833333","2022-06-17","20"
"설악산","관속식물류","Anemone narcissiflora","narcissiflora","바람꽃","128.45194444","38.14638888","2022-06-24","25"
"설악산","관속식물류","Anemone narcissiflora","narcissiflora","바람꽃","128.33888888","38.09416666","2022-06-22","25"
"설악산","관속식물류","Anemone narcissiflora","narcissiflora","바람꽃","128.33361111","38.13805555","2022-06-17","50"
"설악산","관속식물류","Anemone narcissiflora","narcissiflora","바람꽃","128.45527777","38.14166666","2022-06-24","200"
"설악산","관속식물류","Anemone narcissiflora","narcissiflora","바람꽃","128.45722222","38.14111111","2022-06-24","25"
"설악산","관속식물류","Anemone narcissiflora","narcissiflora","바람꽃","128.44444444","38.16138888","2022-09-03","17"
"설악산","관속식물류","Anemone narcissiflora","narcissiflora","바람꽃","128.33222222","38.13888888","2022-06-17","80"
"설악산","관속식물류","Anemone narcissiflora","narcissiflora","바람꽃","128.32583333","38.14166666","2022-06-17","12"
"설악산","관속식물류","Anemone narcissiflora","narcissiflora","바람꽃","128.33194444","38.13916666","2022-06-17","16"
"설악산","관속식물류","Anemone narcissiflora","narcissiflora","바람꽃","128.44027777","38.15333333","2022-06-24","20"
"설악산","관속식물류","Anemone narcissiflora","narcissiflora","바람꽃","128.33361111","38.13777777","2022-06-17","35"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.386","38.2239","2022-05-14","15"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.386","38.2239","2022-05-14","15"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.375","38.16027777","2022-06-21","1"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.34055555","38.1325","2022-09-01","11"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.33972222","38.13333333","2022-09-01","3"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.33472222","38.12083333","2022-06-03","6"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.30166666","38.17944444","2022-06-02","35"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.30388888","38.17138888","2022-06-02","10"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.305","38.16527777","2022-06-02","1"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.32805555","38.12027777","2022-06-03","9"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.386","38.2239","2022-05-14","15"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.36277777","38.14861111","2022-06-20","12"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.36027777","38.14777777","2022-06-20","5"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.36805555","38.15027777","2022-06-20","10"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.44527777","38.16083333","2022-09-03","1"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.37555555","38.15361111","2022-06-20","20"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.36916666","38.15083333","2022-06-20","50"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.386","38.2239","2022-05-14","15"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.36194444","38.19277777","2022-05-20","50"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.4025","38.20472222","2022-05-20","50"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.40027777","38.21777777","2022-05-20","7"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.386","38.2239","2022-05-14","15"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.38361111","38.205","2022-05-19","5"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.35555555","38.14638888","2022-06-20","7"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.33972222","38.19111111","2022-05-20","5"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.34333333","38.18861111","2022-05-20","8"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.44888888","38.06944444","2022-08-17","20"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.37638888","38.21138888","2022-05-19","6"
"설악산","관속식물류","Aristolochia manshuriensis","manshuriensis","등칡","128.36638888","38.19611111","2022-05-20","25"
"설악산","관속식물류","Bupleurum euphorbioides","euphorbioides","등대시호","128.45222222","38.14638888","2022-06-24","2"
"설악산","관속식물류","Bupleurum euphorbioides","euphorbioides","등대시호","128.45416666","38.16555555","2022-09-03","2"
"설악산","관속식물류","Bupleurum euphorbioides","euphorbioides","등대시호","128.46222222","38.13888888","2022-06-24","5"
"설악산","관속식물류","Bupleurum euphorbioides","euphorbioides","등대시호","128.44416666","38.12722222","2022-06-21","8"
"설악산","관속식물류","Bupleurum euphorbioides","euphorbioides","등대시호","128.33361111","38.13805555","2022-06-17","5"
"설악산","관속식물류","Bupleurum euphorbioides","euphorbioides","등대시호","128.33361111","38.13777777","2022-06-17","30"
"설악산","관속식물류","Bupleurum euphorbioides","euphorbioides","등대시호","128.44277777","38.15111111","2022-06-24","13"
"설악산","관속식물류","Bupleurum euphorbioides","euphorbioides","등대시호","128.45444444","38.1425","2022-06-24","2"
"설악산","관속식물류","Bupleurum euphorbioides","euphorbioides","등대시호","128.45444444","38.14277777","2022-06-24","5"
"설악산","관속식물류","Bupleurum euphorbioides","euphorbioides","등대시호","128.44027777","38.15333333","2022-06-24","30"
"설악산","관속식물류","Bupleurum euphorbioides","euphorbioides","등대시호","128.45055555","38.14777777","2022-06-24","10"
"설악산","관속식물류","Bupleurum euphorbioides","euphorbioides","등대시호","128.45527777","38.14166666","2022-06-24","3"
"설악산","관속식물류","Bupleurum euphorbioides","euphorbioides","등대시호","128.4425","38.06194444","2022-08-17","22"
"설악산","관속식물류","Bupleurum euphorbioides","euphorbioides","등대시호","128.32555555","38.14166666","2022-06-17","1"
"설악산","관속식물류","Bupleurum euphorbioides","euphorbioides","등대시호","128.45222222","38.14638888","2022-06-24","5"
"설악산","관속식물류","Cimicifuga heracleifolia var.bifida","bifida","세잎승마","128.38416666","38.20555555","2022-05-19","21"
"설악산","관속식물류","Cimicifuga heracleifolia var.bifida","bifida","세잎승마","128.33222222","38.09722222","2022-06-22","7"
"설악산","관속식물류","Cimicifuga heracleifolia var.bifida","bifida","세잎승마","128.4025","38.205","2022-05-20","20"
"설악산","관속식물류","Cimicifuga heracleifolia var.bifida","bifida","세잎승마","128.38027777","38.20944444","2022-05-19","6"
"설악산","관속식물류","Gymnospermium microrrhynchum","microrrhynchum","한계령풀","128.3935","38.22995","2022-05-14","5"
"설악산","관속식물류","Gymnospermium microrrhynchum","microrrhynchum","한계령풀","128.43304","38.02884","2022-05-14","15"
"설악산","관속식물류","Gymnospermium microrrhynchum","microrrhynchum","한계령풀","128.43163","38.02847","2022-05-14","2000"
"설악산","관속식물류","Gymnospermium microrrhynchum","microrrhynchum","한계령풀","128.43051","38.02629","2022-05-14","100"
"설악산","관속식물류","Gymnospermium microrrhynchum","microrrhynchum","한계령풀","128.43074","38.02605","2022-05-14","1000"
"설악산","관속식물류","Gymnospermium microrrhynchum","microrrhynchum","한계령풀","128.432","38.0272","2022-05-14","1"
"설악산","관속식물류","Gymnospermium microrrhynchum","microrrhynchum","한계령풀","128.43074","38.02605","2022-05-14","1000"
